comments,status,rating
പെൻഷനും ശമ്പളവു പിന്നെ എവിടെന്ന് എടുത്ത് കൊടുക്കും ഇനിയും ശമ്പളം പെൻഷൻ ഉം കൂട്ടണം അതിനെ ക്ഷേമ പെൻഷൻ കാരുടെ തലയിൽ വെച്ച് കെട്ടരുത്,negative,0
Mafia criminals looting the public...,negative,1
കിറ്റ് ചൂണ്ടയിലെ ഇരയായിരുന്നു,positive,2
".. Uralungalude. Deposit. Uyarnna. Censesila, kippy. Podipodikkunnu. Nadakkan. Vere. Vazhinokkada. Mone",neutral,5
ബാല ഗോപാൽ ഉള്ള കാര്യം ഉള്ളത് പോലെ പറഞ്ഞു,positive,4
അവരെ ജയിപ്പിച്ചു വിട്ട പ്രമുഖ മലയാളികൾ ഉണ്ടല്ലോ അവർ അനുഭവിക്കട്ടെ,negative,2
കുടിയന്മാർക്ക് പണി കിട്ടാത്ത ഒരു ബജറ്റും ഇല്ല,negative,4
Oru vattam koode ee pundakal baranathil varanam😡,negative,4
Anthamkammi.sajeesh.enthanu.ee.pulambunnath,negative,2
"CPM nyayeekaranam teams charchyk vilikkaruth, they simply waste time",neutral,3
LDF urappanu<br>LDF varum ellam sariyaavum<br><br>Raashtreeyakaar naadumudikkum munbu enthelum cheyyanam,negative,4
Kovalante.udayip.bajat,negative,1
കൃത്യമായ നിരീക്ഷണം നടത്തി ഏറ്റവും ഉചിതമായ തീരുമാനം എടുത്ത കേരളത്തിലെ എല്ലാ മര കഴുതകളും അനുഭവിക്കുക. പേടിക്കണ്ട 2 വർഷം കഴിഞ്ഞതേ ഒള്ളു ഇനിം അനുഭവിക്കാൻ കിടക്കുന്നു. ഇവനൊക്കെ സ്വന്തം പാർട്ടിക്കാരേം അനുഭവികളേം മാത്രമേ മനുഷ്യരായി കാണു. ഇവന്മാർക്കു വോട്ട് ചെയ്ത എല്ലാ ബുദ്ധിമാന്മാരായ മലയാളികളും ഓർത്തൊള്ളൂ പടുകുഴുയിലേക്കാണ് നിങ്ങൾ ഒരു സംസഥാനത്തെയും ജനങ്ങളെയും തള്ളി വീട്ടിരിക്കുന്നെ. നമ്മുടെ അയൽ സംസ്ഥാനങ്ങൾ എല്ലാം വികസിക്കുന്നു ഇവിടെ സഖാകന്മാരുടെ കീശയും. എല്ലാം ശെരിയാകും എല്ലാത്തിനേം ശെരിയാക്കും,negative,1
ഇന്നത്തെ ബഡ്‌റ്റിൽ പറഞ്ഞ ആനുകൂല്യം കമ്മികൾക്ക് മാത്രം കൊടുക്കാൻ പറ്റോ സാറേ,negative,0
CPM polit bureau budget,positive,0
സഖാവെ<br>സാധാരണക്കാരായ ജനങ്ങള്‍ എന്ന് പറഞ്ഞത് നന്നായി പൊതു വിദ്യാഭ്യാസ വിഷയത്തില്‍... കാരണം അസാധാരണ വിഭാഗത്തിൽ ആണല്ലോ നമ്മുടെ മന്ത്രി രാജീവ്...,positive,5
മയക്കുമരുന്നിനു കൂടി ടാക്സ് ഏർപ്പെടുത്തണം,positive,2
"psc വഴി ജോലി പാർട്ടിക്കാർക്കു, ബാക്കി ഉള്ളവർ കേരളം വിടുക, നിങ്ങളുടെ വൃദ്ധരായ മാതാപിതാക്കളെ നോക്കാൻ സർക്കാർ daycare ആരംഭിച്ചിട്ടുണ്ട്",positive,0
Good communist।,neutral,1
ഒന്നും ചേദിയക്കരുതെ സജീഷ് കരഞ്ഞ് പേകും,positive,2
ഇവർക്ക് തന്നെ കട്ടുമുടിക്കാൻ വേണ്ടി വീണ്ടും ഡീസലിന് രണ്ടുരൂപ കൂട്ടി,negative,5
ഇല്ലെങ്കിൽ എന്നെ ജീവിക്കാൻ വേണ്ടി ഒരുപാട് കഷ്ടപ്പെടുന്നുണ്ട് അതിന്റെ അപ്പുറം കേരളം ഭരിക്കുന്ന സർക്കാർ സർക്കാർ തന്നെ ഇങ്ങനെ ആക്കി,negative,4
ഇപ്പം. ശരിയാക്കി തരാം... 😄😄😄,negative,2
Modiyude Appan Pinarayii 😭,positive,4
ഇലക്ഷന് തൊട്ട്മുമ്പ് കിറ്റും ക്ഷേമപെൻഷൻ കൂട്ടുകയും ചെയ്തുവോട്ട് വിലക്കുവാങ്ങാം അത് വരേയും ജനദ്രോഹംകൊണ്ട് അവരുടെ മുതുകത്ത് ഭാരം കയറ്റി ധൂർത്തടിച്ചു മതിമറന്നു സഖാക്കൾക്ക് എന്തുമാകാം.അങ്ങിനെ കേരളത്തേ ആകേ കടക്കെണിയിലാക്കി കൂടുതൽ പ്രതിസന്ധി വർധിപ്പിക്കാം ഇത് എത്രത്തോളം ശരിയുണ്ടെന്ന് ജനങ്ങൾതന്നെ ചിന്തിക്കട്ടേ,negative,5
കേന്ദ്ര വിഹിതം മേടിച്ചു ധൂർത്തു നടത്താനല്ലേ.. വെറുതെയല്ല അവന്മാര് തരാത്തത്!ഇരുന്നു കൂട്ടത്തോടെ മോങ്ങിക്കോ!,negative,4
Those who votes LDF will suffer a lot,neutral,2
ഉമ്മൻ ചാണ്ടി സെസിൽ ഇളവ് വരുത്തിയിരുന്നു,negative,4
എന്തൊക്കെ ആണെങ്കിലും ഈ കഷ്ടപ്പാടിലും ഈ സർക്കാരിനോട് ഒരു ഇഷ്ടം ഉള്ളിൽ ഉണ്ടായിരുന്നു. ഇനിയെങ്ങിനെ കുടുംബവുമായി മുന്നോട്ടു ജീവിക്കും എന്നോർത്ത് ആധിയാണ് ഇപ്പോൾ. ഇനിയും ഇങ്ങിനെ എത്ര നാൾ സഹിക്കണം?.,positive,0
Those who votes LDF will suffer a lot,negative,2
PRANDAN. MARUDE. BAJATT,negative,4
ശമ്പള കുടിശ്ശിക (ജനങ്ങളുടെ ഖജനാവിൽ നിന്ന്) ലഭിച്ചവർക്ക് സന്തോഷമായി ജീവിക്കാം... ഒരു ശമ്പള വർധനവും ലഭിക്കാത്ത സാധാരണക്കാർക്ക് ദുഃഖിച്ച് ജീവിക്കാം....,negative,2
എടൊ സജീഷ് vs അല്ല ഇപ്പോൾ ഭരിക്കുന്നത്‌,neutral,3
സജീഷേ ഒരുപാടു കിളക്കല്ലേ..,negative,4
ഇ ചർച്ചകൾ ജയശങ്കർ വിളിച്ചാൽ അടിമകമ്മി നല്ല മറുപടി കിട്ടും,negative,1
സജീഷേ.. Wife phd ആണോ?,negative,1
"Finance Minister says people should understand the difficulty of the Government... Is it the people who have caused the difficulty to the Government?? The reason for the present poor economic condition of the Government is the successive governments and not the people. Be it the Central Government or the State Government, they impose new taxes on the people every year in the Budget without understanding the problems of the people.<br>People are living on maximum cost savings but the State Government is emptying the exchequer by incurring unnecessary expenses... and then blaming the Central Government for anything.<br>Kerala will soon become Sri Lanka if the State Government&#39;s affairs continue like this...suicides will increase.",negative,0
6വർഷം മുൻപ് സിപിഎം ഭരിച്ചിട്ടുമില്ല റേഷൻ കടകളുടെ കാര്യത്തിൽ,neutral,0
സജീഷേ..അന്നെ സമ്മയ്ച്ചു മാനേ..!!,negative,5
തള്ളു വീരൻ....ഒരിക്കലും ഉത്തരം കിട്ടില്ല.. പൂഴി കടകൻ,neutral,2
സജീഷ്.. കൊള്ളാം.. നീ.. Ok ആണല്ലോ..,neutral,0
ആറു വർഷം വിലകൂട്ടിയില്ല.സർക്കാരിൻറെ കൈയിൽ പണമില്ല. പിന്നെ എന്ത് ചെയ്യും,negative,1
ഇതിലും തല്ലിപ്പൊളി ഭരണം സ്വപ്നങ്ങളിൽ മാത്രം.,negative,2
കമ്മ്യൂണിസം കേരളത്തെ നശിപ്പിച്ചു.. 😡😡,negative,5
Correct,negative,4
"Alla Oommen Chandy nerathee nashippichu thudangi , ippo athoru kaaranam aayi",negative,2
കള്ളുകുടിയൻമാരുടെ കൈയിൽ നിന്നും റോഡ് നികുതി ഈടാക്കണം.<br>കാരണം ഫിറ്റായി റോഡ് അളന്നാണ് പോകുന്നത്..,negative,4
Andham kammikal,positive,4
പാർട്ടി എന്ത് ചെയ്താലും njyayeekarikkan ഇവന്മാരെ പോലുള്ള o@₹₹#&quot;&amp;&amp; ഉള്ളോടുത്തോളം കാലം നാട് നന്നാവില്ല....,negative,2
എത്രയും പെട്ടെന്ന് ഈ ഗവൺമെന്റ് സ്വയം രാജിവച്ച് പോകണം അല്ലെങ്കിൽ ജനങ്ങൾ റോഡിൽ ഇറങ്ങണം. ജനങ്ങളുടെ വോട്ട് വേടിച്ച് ജയിച്ചു ജനങ്ങളുടെപ്രതിനിധി അതെല്ലാം മറന്ന് വൻ ഖജനാവ് കൊള്ള നടത്തുന്ന ഒരു ഗവൺമെന്റ് ആ ഗവൺമെന്റ് ജനങ്ങളെ മുണ്ട് പോക്കി കാണിക്കുകയാണ്.,negative,3
കൊന്നു തിന്നെടാ നാറികളെ ഇതാണ് അതിലും ഭേദം,negative,4
ആരും പേടിക്കണ്ട ജാഗ്രത മാത്രം മതി,neutral,1
ജനവിരുദ്ധതയുടെ അടയാളം.<br>സജീഷ് നീ പട്ടിണി അറിങ്ങിട്ടില്ല.,neutral,1
L D F വരും എല്ലാം ശെരിയാകും. ഇനിയും ശെരിയാക്കി തരും.ഒന്ന് കൂടി ഭരണം കൊടുക്കൂ.,negative,0
എന്താ ശരിയല്ലേ താങ്കള്‍ ഈ കേരളത്തില്‍ തന്നെ അല്ലെ എല്‍ ഡി എഫ് വരും എല്ലാം ശരിയാകും വേണ്ടപ്പെട്ട പാര്‍ട്ടിക്കാര്‍ക്കും പിന്നെ പാര്‍ട്ടിയിലേക്ക് വേണ്ടത് ചെയ്യുന്നവര്‍ക്കും എല്ലാം ശരിയാകും ബാക്കി എല്ലാത്തിനേം ശരിയാക്കും,negative,0
Cpm um bj pum തമ്മിലുള്ള ഒത്തു കളി.. ഭരണം മാറാതെ എന്ത് ചർച്ച ചെയ്തിട്ടും കാര്യമില്ല 🙏,negative,5
